title,description,location,City,features,date,price
Servay park. Santoshpur. On road.,G+3 stored house.full furnished. 6 bed. 3 draying. 3 kitchen. 4 balcony. 8 bathroom. 1 office space. Garage. 1 care taker room.very beautiful house.not a single work from house. Prime location. Front road 50 fit.. Well maintain house. Total land 3 katha 1 chatak.  Price negotiable,West Bengal,Kolkata,4+ Bds - 4+ Ba - 00 ft2,2022-01-09T17:04:49+0000,45000000
Lake Garden New building sale @ 2.6 Cr,"Land area - 2 Kata 12 chatak ( G + 3 ) Apertment 1st floor - 3 bhk 2 toilet 1250 sft 1 balcony. 2nd floor,3rd floor same Car parking - 5 Ground floor - 300 sft Comersial shop Nearest 10 minutes walking distance Lake Garden Railway station. 5 minutes Auto distance Rabindra Sarabar metro station. 5 minutes walking distance Southcity mall,Lords bacary more. Loan available Brokage charge - 2%",West Bengal,Kolkata,4+ Bds - 4+ Ba - 4000 ft2,2022-01-09T17:04:26+0000,26000000
Flat for sale,2BHK apt for sale,Tamil Nadu,Chennai,2 Bds - 2 Ba - 680 ft2,2022-01-09T17:04:01+0000,4500000
"15cent,house for sale parampuzha,mamood jn, Kottayam",* 15cent * 2350sqft * 4bedrooms Attached * Price 1cr 30 lakhs Negotiable,Kerala,Kottayam,4 Bds - 4 Ba - 2350 ft2,2021-12-13T14:57:13+0000,13000000
3BHK HMDA Approved Flat in Bandlaguda Jagir Suncity Hyderabad,3BHK Flats HMDA Approved RERA ApprovedProject with Loans from SBI First floor Excellent view Elevated building Excellent ventilation & fresh air as surrounded by  Schools & colleges near by. Close to Main Roads connecting ORR & Langerhouse Excellent connectivity to Gachibowli Gandipet Chevella moinabad ShankarPally shabad Hi-tech City Mehdipatnam. Superb Rentals & Appreciation.,Telangana,Hyderabad,3 Bds - 3 Ba - 1440 ft2,2021-12-20T10:37:27+0000,7198560
"Beautiful 7,24 Marla House (Gated Colony) For Sale in Jalandhar","7.24 Marla House (4 Bedroom) At Best Location For Sale in Jalandhar  ADDRESS:--  Toor Enclave Colony Amritsar By Pass Road Near Verka Milk Plant Jalandhar  -- Property Detail --  25""ft X 60""ft 4 Bedroom Set House  Price:-- 60 LAC  Booking Amount:-- 20 Thousand  4 Bedroom , 4 Bathroom, Kitchen With Cup Boards, Drawing Room + Lobby, Drawing Room, Car-Parking, Balcony, Terrace & more are available here  NOC & Naksha Passed By Municipal Corporation Jalandhar  Ready To Move In House  Bank Will be Finance 80-90%  -- AMENITIES --  Well Residential Area & Near To Highway  Wide Roads, Drainage System, Gated Colony, 2 Side Open , Street Lights, 24 Hrs Security, Water Facility & more are available  All daily needs facilities Are Available Within Short Distance  -- For more detail about this House you can Contact to Mr. Harpreet Singh 99155    57101 T&C APPLY",Punjab,Jalandhar,4 Bds - 4 Ba - 2600 ft2,2022-01-06T05:26:09+0000,6000000
House near yog sr sec school 12 quarter road hisar 50 gaj ka Makan,10*45000 rs. House in hisar City good metiril and severage water supply light  connection call only genuine buyers not time pass my number is /9eight 77 four 00 seven double 1 / call kro 12 quarter road 18 number gali me aa kr abhi naya bana hua h only 6-8 months old roof lanter and progressive area h valuable bhi,Haryana,Hisar,2 Bds - 1 Ba - 500 ft2,2022-01-09T17:03:58+0000,1045000
1bhk flat in uttam nagar near metro station cheapest flat in delhi,"1BHK flat at 16.75 Lacs on 20 Ft Road at Uttam Nagar, Delhi with Lift and Bike Parking 1 BHK Flat  1 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",Delhi,Delhi,1 Bds - 1 Ba - 430 ft2,2022-01-02T16:18:45+0000,1675000
BOOK HEAVENLY 4BHK LUXURIOUS HOME 3 ACRE AMENITIES ON TERRACE  IN PUNE,"HUNTING FOR HEAVENLY MADE BIG SIZE DREAM HOME YOUR SEARCH ENDS HERE.  WE WILL INTRODUCE TO YOU TO THE DREAM COME TRUE OPPORTUNITY YOU WILL NOT LOOSE TO REGRET.  INTRODUCING HEAVENLY HOMES WITH  UNMATCHABLE LIFESTYLE ULTRA LUXURIOUS AMENITIES.  BOOK HEAVENLY 4BHK HOMES IN PUNE,S SOUTH LOCATION .  HILL TOP PROJECT FAVING 200 ACRES RESERVED FOREST TO GET VERY BEAUTIFUL VIEW .  ONE OF INDIA'S BIGGEST AMENITIES    ON TOP OF TERRACE . ULTRA LUXURIOUS AMENITIES.  BEAUTIFUL VIEW FACING 200. ACRES RESERVED FOREST   Amenities and key project highlights   1) 12 Acre expansive development 2) Towering 200 feet above ground  You can see approximately 70 percent of Pune 3) Flanked by a 200 acre protected forest  4) 2 acres of forest amenities -  delightful amenities like viewing deck/ machan butterfly garden 5) 3 Acres terrace with an incredible range of amenities a terrace larger than that of Marina Bay Sands,Singapore.  Olympic size infinity swimming pool, kids’ play area, outdoor gym, restaurant & amphitheatre , bar, observatory deck, spa/jacuzzi and a lot of other amenties form a part of this World’s biggest terrace",Maharashtra,Pune,4 Bds - 4 Ba - 3750 ft2,2021-12-19T18:18:46+0000,28000000
Luxury premium quality 3bhk 106 sqyd duplex villa at dhawas chitrakut,"3bhk 106sqyd luxury premium quality duplex villa at dhawas chitrakut near Manas hospital for sale. BIG SIZE ROOMS, BRANDED SANATARY FEETINGS, HIGH QUALITY VERTIFIED TILES, PROPER SUNLIGHT WHOLE DAY ,FALLCEALING IN HALL ND ALL ROOMS, NEARBY MARKET, HOSPITAL, SCHOOLS, REASTAURANT, ETC ALL NECESSARY THINGS.  JDA APPROVED LOANABLE",Rajasthan,Jaipur,3 Bds - 3 Ba - 2000 ft2,2021-12-17T03:19:22+0000,6000000
3bhk house in gated approved colony near isbt 70 lacs,Mdda approved colony near isbt Road front 30 ft Main approach road 40 ft Gated society Park  Swimming pool Gym Party hall Temple Loan facility Security,Uttaranchal,Dehradun,3 Bds - 4 Ba - 1900 ft2,2022-01-09T17:16:14+0000,7000000
2BHK FLAT NEAR AIRPORT ROAD,"2BHK FLAT  110GAJ 90% LOAN AVAILABLE 10% DOWN PAYMENT READY TO MOVE FULLY FURNISHED FLAT NEAR- SCHOOL, HOTEL MARKET, MALLS, HOSPITAL ETC.",Punjab,Kharar,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:13+0000,2690000
1BHK FLAT NEAR AIRPORT ROAD SECTOR 127 MOHALI,"1BHK FLAT NEAR AIRPORT ROAD READY TO MOVE GAITED SOCIETY 90% LOAN AVAILABLE 10% DOWN PAYMENT FAMILY ALREADY SHIFTED NEAR MARKET, SCHOOL, HOSPITAL AND MALLS",Punjab,Kharar,1 Bds - 1 Ba - 840 ft2,2022-01-05T17:16:13+0000,1780000
"2BHK FLAT ON HIGHWAY, WITH STORE, FURNISHED FLAT JUST 28LKH",1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY get benefit 2.67 lac in principle,Punjab,Mohali,2 Bds - 2 Ba - 1080 ft2,2022-01-09T17:16:14+0000,2790000
2BHK FLAT NEAR AIRPORT ROAD JUST 22.90LKH,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 880 ft2,2022-01-09T17:16:14+0000,2280000
2bhk flat on kharar landran Road,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 1040 ft2,2022-01-05T17:16:13+0000,2590000
SHOP+ROOM AT VERY REASONABLE PRICE..!,AS BUILDERS INTRODUCING NEWLY CONSTRUCTED SHOP FOR SALE..! BANK FINANCE FACILITY AVAILABLE..!  CONTACT- 7_8_3_7_4 _8_0_0_0_4  1 KM FROM WADALA CHOWNK NAKODAR ROAD..!  PRICE 18  LAC  SHOP HIGHLIGHTS-  DIMENSIONS-10.5×25 1 BEDROOM 1 WASHROOM 1 KITCHEN  CALL FOR MORE INFORMATION- 7_8_3_7_4_ 8_0_0_0_4,Punjab,Jalandhar,1 Bds - 1 Ba - 524 ft2,2022-01-05T17:16:12+0000,1800000
2850 FLAT FOR SALE AT BELHEAVEN KOWDIAR,"2850 sqft 3 BHK attached 5 years old beautiful flat for sale at Bhel Heaven Gardens ,Kowdiar. A most expensive prime residential area in the Capital City. One car porch, expecting price 1.95  cr. slightly negotiable.Schools and hospitals are nearby .",Kerala,Thiruvananthapuram,3 Bds - 4 Ba - 2850 ft2,2022-01-09T17:16:13+0000,19500000
95 SQYARDS HOUSE VILLA AT VIDHANSABHA NAGAR DHABAS ROAD,NEAR VAISHALI NAGAR 3 BHK HOUSE AT VIDHANSABHA NAGAR DHABAS ROAD JDA APPROVED LOANABLE WITH THE FACILITIES AVAILABLE NEAR BY.  CONTACT US FOR FURTHER QUERY:-,Rajasthan,Jaipur,3 Bds - 3 Ba - 1750 ft2,2022-01-08T17:16:08+0000,5800000
IN Miyapur  biggest pree launched gated flats in very lowest price,"Dear property seeker, Greetings from urban rise ameenpur, Miyapur We are glad to announce the launch of our New project CODENAME : CENTRAL PARK-an elevated life style ,LIVE LARGE. A premium life style 2&3bhk apartments located in ameenpur,near Miyapur metro station.  Project highlights of code name CENTRAL PARK. 1)10.1 ACERS 2) 7 TOWERS 3) 2&3BHK 4) 12FLOORS 5)1254-1602 square feet unit sizes 6)Rs.58.92 lakhs onwards 7) choices large sundeck apartments 8) grand clubhouse 50,000 square feet with sporting amenities 9) more than 72% open space 10) exquisitely landscaped central court yard  11)10 minutes to Miyapur metro station 12)20 minutes to hitechCity 13)25 minutes to finacial district, Gachibowli APARTMENTS SIZES: 2BHK-1254,1417sq ft 3BHK-1376,1602 sq ft PRISE RANGE: 2BHK-RS.58.92 lakhs onwards 3BHK-RS.64.65 onwards",Telangana,Hyderabad,2 Bds - 2 Ba - 1254 ft2,2022-01-09T17:16:12+0000,5892000
Aluva ksrtc bus route  kunnuvazhi 8cent 2250Sqft,Kunnuvazhi Bus stop 100 Perumbavoor 5km 8cent 2250sqft 4bedroom with attached bathroom Good well water Price 85lakh Price negotiable Loan facilities available For more details call me,Kerala,Aluva,4 Bds - 4 Ba - 2250 ft2,2022-01-05T17:16:10+0000,8500000
Book 2Bhk & 3Bhk @ Manjri KHARADI Road (10 mins Drive to EON IT PARK),"Call for visit **One FIFTY plus Luxurious Township**  Lower Stamp duty & Property tax on Township homes Well connected to Kharadi IT park Biggest Carpet area Lower maintenance Better rental and capital appreciation on township homes Multiple professional sports coaching academies Bus stop, police station, hospital,  fire station within township",Maharashtra,Pune,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:11+0000,6800000
Well maintained 2bhk Flat with negotiable price in Uttam Nagar West,"2BHK flat at 18.5 Lacs on 20 Ft Road at Uttam Nagar, Delhi with Bike Parking 2 BHK Flat  2 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m  Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",Delhi,Delhi,2 Bds - 1 Ba - 550 ft2,2022-01-09T17:16:12+0000,1850000
2 Room Set Very Prime Location Sector-127 Mohali,2BHK Furnished Flat In 19.70Lacs At Near Kharar Bus Stand Mohali  ∆ Cash Back Offers Available For Today Only...  Kharar to Chandigarh Highway Near Nijjar Road Near Airport Road  # 2.67Lacs Cash subsidy benefit  # 90% Loan Facility # 10% Down Payment       SPECIAL FEATURES  * Fall ceiling with LED lighting  * LED panel with lighting * Green Park * Gated Society * R.O + Chimney * High-speed Internet Access * WALLPAPER  * Safe Zone For Kids * Covered Parking  Contact For More Information,Punjab,Kharar,2 Bds - 2 Ba - 989 ft2,2022-01-05T17:16:09+0000,1970000
Affordable 2BHK In 19.80Lacs With Easy Finance At Mohali,2BHK On Road Property In 19.80LAcs With Up To 90% Loan At Kharar  # Rent=EMI # 2.67Lacs Subsidy Benefits  Facilities Available Are  # Double Bed # Modular Kitchen + Ro + Chimney # Gated Society # Under CCTV Cameras  Loan Facility Is Also Available Up to 90%  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 957 ft2,2022-01-09T17:16:12+0000,1980000
3  BHK BRAND NEW FLAT FOR SALE NEAR MANKAVE,Branded flat for rent & sale available in Calicut  3 BHK brand new    flat for sale near mankavu  located in a prime location    Amenities : GYM Party area Children play area  Lift  24 Hr Security 24 Hr power backup Covered parking   Asking price : 75 lakhs  7️⃣5️⃣9️⃣3️⃣0️⃣2️⃣9️⃣9️⃣9️⃣9️⃣  Note : images shown are for representation purpose only . actual buiding differ .  Call  between : 10 am - 7 pm (Sunday off),Kerala,Kozhikode,3 Bds - 3 Ba - 1360 ft2,2021-12-23T09:16:19+0000,7500000
JANAKPUR HOUSE,"A plot of land measuring 1 katha 5 Lessas along with an Assam type house having foundation of G+2. Fully covered with boundary walls. earth filled. Ready to move. Janakpur, Kahilipara, Kalyani nagar.",Assam,Guwahati,3 Bds - 2 Ba - 1800 ft2,2021-12-21T04:28:10+0000,11500000
2BHK Individual Villa in Maraimalai Nagar,-1.5km from GST Road -2km from SP Koil Railway Station -Gated Community -Street Lights -CCTV Surveilance -24/7 Security,Tamil Nadu,Chennai,2 Bds - 2 Ba - 983 ft2,2021-12-15T13:19:37+0000,4900000
Big Size 2BHK Fully Furnished In 23.90Lacs At Kharar Mohali,2BHK Flat For Sale 23.90 Lacs At Near 200ft. Road in Gated Society Mohali  * Ready To Move * Fully Furnished * Gated Society * CCTV Camera Protection  * NO COMPROMISE TO CONSTRUCTION QUALITY *  * Best Quality Used All Construction Material  # Loan 90% Facility # Down Payment 10% # Booking Amount 21000 # 2.67Lacs Cash Subsidy Benefit Pmay  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 987 ft2,2022-01-05T17:16:10+0000,2390000
"3BHK FLAT, READY TO MOVE FLAT, SEMI FURNISHED NEAR SECTOR 4 GURGAON,",TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 52 Lakh   JAGUAR FITTING ALMIRAH WIRING KEI MODULAR KITCHEN WITH CHIMNEY SEMI FURNISHED  LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 3 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5200000
3bhk flat~super location semi furnished flat & modular kitchen Gurgaon,TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 58 Lakh   LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 2 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5800000
2Bhk Ready To Move Fully Furnished + Store Gated Society,"Spacial Saturday Sunday OFFERS  Book your dream home in Just paying 31000/-   2bhk READY TO MOVE WITH FULLY FURNISHED FLATS SEC-115, NEAR BY CHANDIGARH TO KHARAR ROAD JUST IN 28.90LAC  *CHIMNEY *MODULAR KITCHEN *Cupboard in all rooms with best material *R.O *AC FETING *LED TV *WALL PAPER *BED BOX *SOFA *LED LIGHTS *Free Car Parking *Branded Bath Fittings  2.67lacs subsidy under PARDHAN MANTRI AWASS YOJNA  10% Down Payment AND 90% Loan Facility  *Near by V.R punjab Mall, school, College,  hospital, Gym, busstand etc.Read Less",Punjab,Kharar,2 Bds - 2 Ba - 950 ft2,2022-01-05T17:16:09+0000,2890000
घर बनाना हुआ आसान 2BHK STARTING IN 19.80LACS WITH LOAN FACILITIES,Loan Available 90% To 100%  for all leading Banks  2BHK Fully Furnished Flat Just 19.80Lacs On Kharar Chandigarh Highway Of  Mohali  * RENT= EMI * 2.6Lacs Subsidy Benefit  * Ready to move * Furnished  * Gated Society * CCTV Camera Protection  Facilities available:-  ∆. Modular Kitchen + Ro + Chimney. ∆. Led Lights + Led Panels. ∆. Wall Ceiling ∆. Near Possession apartments. ∆. 1000+ Families living here. ∆. Boundary wall. ∆. Safe zone for kids. ∆. Shopping Complex. ∆. Eco Friendly Environment. ∆. Security Guard Services is also Available. ∆. Work out for elders. ∆. High-speed internet access. ∆. Covered parking ∆. Many More Benefits  Contact Direct Builder,Punjab,Kharar,2 Bds - 2 Ba - 985 ft2,2022-01-09T17:16:11+0000,1980000
4BHK || 400 Sq. Yard Apartment for Sale in Fragnance,4BHK || 400 Sq. Yard Apartment available for Sale in Fragnance  Possession by end of this Year  Basic Price: - 1.16 Crore  No Brokerage & Zero Percentage Brokerage Charges applicable.  Call for Site Visit,Gujarat,Ahmedabad,4 Bds - 4 Ba - 3600 ft2,2022-01-05T17:16:08+0000,11600000
Live life like king in flat,We are developing a tower on heritage property model where each and every things will be designed in heritage theme,Uttar Pradesh,Greater Noida,1 Bds - 1 Ba - 650 ft2,2022-01-09T17:15:45+0000,1700000
FLAT FOR SALE,1 BHK with 710,Maharashtra,Thane,1 Bds - 1 Ba - 710 ft2,2022-01-09T17:13:18+0000,2650000
Live life like king size flat,We are developing heritage model tower where you will fell living in heritage property It's balcony elevation design are looking like palace,Uttar Pradesh,Greater Noida,2 Bds - 2 Ba - 950 ft2,2022-01-09T17:13:11+0000,2600000
3BHK 1.5 STORY KOTHI AVAILABLE FOR SALE,Available in Khanna colony Good location Neat and clean kothi 7-8 Years old Reasonable price Contact us for more information-            ~SIDHWAN PROPERTY ADVISOR~                                     the Reliable Agents-,Punjab,Ludhiana,3 Bds - 2 Ba - 1125 ft2,2022-01-09T17:12:53+0000,4500000
70 Gaj 3-Bhk Semi-Duplex At Govindpura,* 70 Gaj Semi-Duplex At Govindpura * 80% loanable * 2.67 lac gov.subsidy also available * 500 m from kalwar road * 3 bedroom * Modular Kitchen * Wardrobes * Vaastu friendly * Royal Play Paint * Car Parking * All electric fittings done  For more information contact us,Rajasthan,Jaipur,3 Bds - 2 Ba - 1050 ft2,2022-01-09T17:12:51+0000,2821000
Haveli bangloes,Arajant cell karavanu chhe. Pllzzz,Gujarat,Sidhpur,4+ Bds - 4 Ba - 400 ft2,2022-01-09T17:12:17+0000,9500000
"Vellayani 4 cent, 1750 sqft, 3 room attached, Red bricks, teak wood",2.5 km from Vellayani jn NH  1 km from Vellayani temple  250 mtr from main road bus stop  Residancy area  4 cent  1750 sqft  3 room attached bath  Red bricks  Teak wood  2 Hall  Dining room  Open kitchen  Used all branded material  Open kitchen  Pipe connection  2 big car parking space  Tar road side  Lorry site,Kerala,Thiruvananthapuram,3 Bds - 3 Ba - 1750 ft2,2022-01-09T17:11:38+0000,6200000
1 bhk flat rama park road near by metro.,Modularity kitchen with chimney. Modular switches. Havells switches. 10 foot rod. Washable paint. Washable wallpaper. Tiles work. Ready to move. With covered parking. 24*7 electricity supply. 24*7 water supply. Registry facility. Loan facility 80 to 90%.,Delhi,Delhi,1 Bds - 1 Ba - 380 ft2,2021-12-15T06:50:51+0000,1855000
2 BHK for sale with Roof Right,2 BHK FLAT FOR SALE IN RAIL VIHAR GHAZIABAD NEAR BY DELHI ALL FACILITIES ARE IN THE SOCIETY ETC,Uttar Pradesh,Loni,2 Bds - 2 Ba - 750 ft2,2021-12-21T15:31:12+0000,1450000
One Of the Best House for sale in Ottapalam  Town,Opening Today!  4 cent - 1250 sqft with Beautiful elevation Very Low Budget House and full satisfication 250m from shoranur Highway With Excellent Amenities Near by Transportation facilities  Call or whatsapp 97897 .. 52052 get more Details,Kerala,Shoranur,3 Bds - 3 Ba - 1250 ft2,2021-12-21T09:55:33+0000,4050000
Self made house,Two and half flour built-up house ready to move.,Uttar Pradesh,Lucknow,4+ Bds - 4+ Ba - 3100 ft2,2022-01-09T17:11:37+0000,8500000
Sale stand-alone flat in very good condition,"This flat condition is very good, buyer can ready to move. From this flat vegetable market and bus stand is walking distance, hardly 3 to 4 minutes.",West Bengal,Kolkata,2 Bds - 2 Ba - 599 ft2,2022-01-09T17:10:31+0000,3500000
"House for sell at Kodungallore, Near Chandhapura Junction",5 mts walk from chandhapura jn Kodungallore.. 13 cent ozhavath kadav road building constructed on 1992,Kerala,Kodungallur,3 Bds - 2 Ba - 900 ft2,2022-01-09T17:10:28+0000,6700000
COIMBATORE TO METTUPALAYAM HIGHWAY VEERAPANDI-PERIVU NEAR MTP HIGHWAY,கோயம்புத்தூர் to மேட்டுபாளையம் மேட்டுப்பாளையம் நான்கு வழி சாலையில் இருந்து 900 MTR நடை பயண தூரத்தில் அமைந்துள்ளது வீரபாண்டி பிரிவு ஆனந்தாஸ் ஹோட்டல் க்கு பின்புறம் (2000) வீடுகளுக்கு மத்தியில் இளங்கோ நகர் phase II  DTCP APPROVEL /2019 (GATED COMMUNITY PROJECT) இடங்கள் மற்றும் தனி வீடுகள். தரமான கட்டுமானம். 90% வங்கி கடன் வசதி . குறைந்த விலையில் சிறந்த கட்டுமானம் வாஸ்து முறைப்படி கட்டித்தரபடும். உடனடியாக உங்கள் கனவு இல்லம் பெற்றுக்கொள்ள வீடுகள் கட்டப்பட்டுள்ளன.  நிலத்தடி நீர் ஆதாரம்.  நல்ல காற்றோட்டமான இயற்கைச்சூழல் 24 X 7 செக்யூரிட்டி வசதி மாதம்தோறும் ரூ 9999 /- EMI. ஆக கட்டிக்கொள்ளலாம்  வங்கி மூலமாக பெற்றுதரபடும். 2BHK 36.9 லட்ச ரூபாய் மட்டுமே தொடங்குகிறது. முன்பணம் 7 லட்சம் முதல் நேரடி விற்பனை குறைந்த மனைகள் மட்டுமே உள்ளன (T&C) BEST HOME DEVELOPERS,Tamil Nadu,Periyanaickenpalayam,2 Bds - 3 Ba - 1100 ft2,2022-01-02T05:46:47+0000,4650000
Luxury Individual Villas along with Clubhouse and Swimming pool,Duplex Villa Details : -  1 living  3 bed rooms  1 courtyard or balcony  1 kitchen  1 utility  Villa situated in lush green environment  Has a private club house with pool in Egyptian architecture  Function halls -2  Amphitheater-1  Towards evergrowing rajahmundry airport  10 mins drive from khambalcheruvu rjy  For Free Site Visit and to Download Broucher Kindly Contact us.  For more details Contact and Visit SB Ventures website.,Andhra Pradesh,Rajahmundry,3 Bds - 3 Ba - 1650 ft2,2021-12-15T11:43:34+0000,6499999
CONSTRUCTION ON PLOT IN BHUBANESWAR,USING HIGH QUALITY MATERIALS ALL SERVICES INCLUDED IN THIS PRICE IN TIME (6 MONTS) HAND OVER,Odisha,Bhubaneshwar,3 Bds - 3 Ba - 1600 ft2,2021-12-16T11:45:43+0000,2560000
3bhk house in gated approved colony near isbt 70 lacs,Mdda approved colony near isbt Road front 30 ft Main approach road 40 ft Gated society Park  Swimming pool Gym Party hall Temple Loan facility Security,Uttaranchal,Dehradun,3 Bds - 4 Ba - 1900 ft2,2022-01-09T17:16:14+0000,7000000
"2BHK FLAT ON HIGHWAY, WITH STORE, FURNISHED FLAT JUST 28LKH",1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY get benefit 2.67 lac in principle,Punjab,Mohali,2 Bds - 2 Ba - 1080 ft2,2022-01-09T17:16:14+0000,2790000
2BHK FLAT NEAR AIRPORT ROAD JUST 22.90LKH,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 880 ft2,2022-01-09T17:16:14+0000,2280000
2850 FLAT FOR SALE AT BELHEAVEN KOWDIAR,"2850 sqft 3 BHK attached 5 years old beautiful flat for sale at Bhel Heaven Gardens ,Kowdiar. A most expensive prime residential area in the Capital City. One car porch, expecting price 1.95  cr. slightly negotiable.Schools and hospitals are nearby .",Kerala,Thiruvananthapuram,3 Bds - 4 Ba - 2850 ft2,2022-01-09T17:16:13+0000,19500000
IN Miyapur  biggest pree launched gated flats in very lowest price,"Dear property seeker, Greetings from urban rise ameenpur, Miyapur We are glad to announce the launch of our New project CODENAME : CENTRAL PARK-an elevated life style ,LIVE LARGE. A premium life style 2&3bhk apartments located in ameenpur,near Miyapur metro station.  Project highlights of code name CENTRAL PARK. 1)10.1 ACERS 2) 7 TOWERS 3) 2&3BHK 4) 12FLOORS 5)1254-1602 square feet unit sizes 6)Rs.58.92 lakhs onwards 7) choices large sundeck apartments 8) grand clubhouse 50,000 square feet with sporting amenities 9) more than 72% open space 10) exquisitely landscaped central court yard  11)10 minutes to Miyapur metro station 12)20 minutes to hitechCity 13)25 minutes to finacial district, Gachibowli APARTMENTS SIZES: 2BHK-1254,1417sq ft 3BHK-1376,1602 sq ft PRISE RANGE: 2BHK-RS.58.92 lakhs onwards 3BHK-RS.64.65 onwards",Telangana,Hyderabad,2 Bds - 2 Ba - 1254 ft2,2022-01-09T17:16:12+0000,5892000
Well maintained 2bhk Flat with negotiable price in Uttam Nagar West,"2BHK flat at 18.5 Lacs on 20 Ft Road at Uttam Nagar, Delhi with Bike Parking 2 BHK Flat  2 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m  Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",Delhi,Delhi,2 Bds - 1 Ba - 550 ft2,2022-01-09T17:16:12+0000,1850000
Affordable 2BHK In 19.80Lacs With Easy Finance At Mohali,2BHK On Road Property In 19.80LAcs With Up To 90% Loan At Kharar  # Rent=EMI # 2.67Lacs Subsidy Benefits  Facilities Available Are  # Double Bed # Modular Kitchen + Ro + Chimney # Gated Society # Under CCTV Cameras  Loan Facility Is Also Available Up to 90%  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 957 ft2,2022-01-09T17:16:12+0000,1980000
